,value,value_classification,timestamp,time_until_update
609,67,Greed,2023-12-31 09:00:00,
610,68,Greed,2023-12-30 09:00:00,
611,65,Greed,2023-12-29 09:00:00,
612,73,Greed,2023-12-28 09:00:00,
613,73,Greed,2023-12-27 09:00:00,
614,71,Greed,2023-12-26 09:00:00,
615,73,Greed,2023-12-25 09:00:00,
616,71,Greed,2023-12-24 09:00:00,
617,70,Greed,2023-12-23 09:00:00,
618,74,Greed,2023-12-22 09:00:00,
619,70,Greed,2023-12-21 09:00:00,
620,74,Greed,2023-12-20 09:00:00,
621,73,Greed,2023-12-19 09:00:00,
622,65,Greed,2023-12-18 09:00:00,
623,73,Greed,2023-12-17 09:00:00,
624,67,Greed,2023-12-16 09:00:00,
625,70,Greed,2023-12-15 09:00:00,
626,72,Greed,2023-12-14 09:00:00,
627,65,Greed,2023-12-13 09:00:00,
628,67,Greed,2023-12-12 09:00:00,
629,74,Greed,2023-12-11 09:00:00,
630,74,Greed,2023-12-10 09:00:00,
631,73,Greed,2023-12-09 09:00:00,
632,72,Greed,2023-12-08 09:00:00,
633,72,Greed,2023-12-07 09:00:00,
634,72,Greed,2023-12-06 09:00:00,
635,75,Greed,2023-12-05 09:00:00,
636,74,Greed,2023-12-04 09:00:00,
637,73,Greed,2023-12-03 09:00:00,
638,74,Greed,2023-12-02 09:00:00,
639,71,Greed,2023-12-01 09:00:00,
640,74,Greed,2023-11-30 09:00:00,
641,72,Greed,2023-11-29 09:00:00,
642,68,Greed,2023-11-28 09:00:00,
643,66,Greed,2023-11-27 09:00:00,
644,73,Greed,2023-11-26 09:00:00,
645,73,Greed,2023-11-25 09:00:00,
646,66,Greed,2023-11-24 09:00:00,
647,66,Greed,2023-11-23 09:00:00,
648,62,Greed,2023-11-22 09:00:00,
649,71,Greed,2023-11-21 09:00:00,
650,69,Greed,2023-11-20 09:00:00,
651,66,Greed,2023-11-19 09:00:00,
652,69,Greed,2023-11-18 09:00:00,
653,63,Greed,2023-11-17 09:00:00,
654,70,Greed,2023-11-16 09:00:00,
655,60,Greed,2023-11-15 09:00:00,
656,69,Greed,2023-11-14 09:00:00,
657,72,Greed,2023-11-13 09:00:00,
658,73,Greed,2023-11-12 09:00:00,
659,70,Greed,2023-11-11 09:00:00,
660,70,Greed,2023-11-10 09:00:00,
661,69,Greed,2023-11-09 09:00:00,
662,66,Greed,2023-11-08 09:00:00,
663,68,Greed,2023-11-07 09:00:00,
664,74,Greed,2023-11-06 09:00:00,
665,70,Greed,2023-11-05 09:00:00,
666,68,Greed,2023-11-04 09:00:00,
667,65,Greed,2023-11-03 09:00:00,
668,72,Greed,2023-11-02 09:00:00,
669,66,Greed,2023-11-01 09:00:00,
670,66,Greed,2023-10-31 09:00:00,
671,68,Greed,2023-10-30 09:00:00,
672,72,Greed,2023-10-29 09:00:00,
673,65,Greed,2023-10-28 09:00:00,
674,70,Greed,2023-10-27 09:00:00,
675,71,Greed,2023-10-26 09:00:00,
676,72,Greed,2023-10-25 09:00:00,
677,66,Greed,2023-10-24 09:00:00,
678,53,Neutral,2023-10-23 09:00:00,
679,53,Neutral,2023-10-22 09:00:00,
680,63,Greed,2023-10-21 09:00:00,
681,53,Neutral,2023-10-20 09:00:00,
682,52,Neutral,2023-10-19 09:00:00,
683,50,Neutral,2023-10-18 09:00:00,
684,52,Neutral,2023-10-17 09:00:00,
685,47,Neutral,2023-10-16 09:00:00,
686,45,Fear,2023-10-15 09:00:00,
687,47,Neutral,2023-10-14 09:00:00,
688,44,Fear,2023-10-13 09:00:00,
689,45,Fear,2023-10-12 09:00:00,
690,47,Neutral,2023-10-11 09:00:00,
691,50,Neutral,2023-10-10 09:00:00,
692,50,Neutral,2023-10-09 09:00:00,
693,50,Neutral,2023-10-08 09:00:00,
694,49,Neutral,2023-10-07 09:00:00,
695,50,Neutral,2023-10-06 09:00:00,
696,48,Neutral,2023-10-05 09:00:00,
697,49,Neutral,2023-10-04 09:00:00,
698,50,Neutral,2023-10-03 09:00:00,
699,50,Neutral,2023-10-02 09:00:00,
700,48,Neutral,2023-10-01 09:00:00,
701,47,Neutral,2023-09-30 09:00:00,
702,48,Neutral,2023-09-29 09:00:00,
703,46,Fear,2023-09-28 09:00:00,
704,44,Fear,2023-09-27 09:00:00,
705,46,Fear,2023-09-26 09:00:00,
706,47,Neutral,2023-09-25 09:00:00,
707,44,Fear,2023-09-24 09:00:00,
708,47,Neutral,2023-09-23 09:00:00,
709,43,Fear,2023-09-22 09:00:00,
710,47,Neutral,2023-09-21 09:00:00,
711,47,Neutral,2023-09-20 09:00:00,
712,46,Fear,2023-09-19 09:00:00,
713,46,Fear,2023-09-18 09:00:00,
714,46,Fear,2023-09-17 09:00:00,
715,43,Fear,2023-09-16 09:00:00,
716,45,Fear,2023-09-15 09:00:00,
717,45,Fear,2023-09-14 09:00:00,
718,41,Fear,2023-09-13 09:00:00,
719,30,Fear,2023-09-12 09:00:00,
720,40,Fear,2023-09-11 09:00:00,
721,40,Fear,2023-09-10 09:00:00,
722,41,Fear,2023-09-09 09:00:00,
723,46,Fear,2023-09-08 09:00:00,
724,41,Fear,2023-09-07 09:00:00,
725,42,Fear,2023-09-06 09:00:00,
726,40,Fear,2023-09-05 09:00:00,
727,40,Fear,2023-09-04 09:00:00,
728,40,Fear,2023-09-03 09:00:00,
729,39,Fear,2023-09-02 09:00:00,
730,40,Fear,2023-09-01 09:00:00,
731,52,Neutral,2023-08-31 09:00:00,
732,49,Neutral,2023-08-30 09:00:00,
733,39,Fear,2023-08-29 09:00:00,
734,39,Fear,2023-08-28 09:00:00,
735,38,Fear,2023-08-27 09:00:00,
736,38,Fear,2023-08-26 09:00:00,
737,39,Fear,2023-08-25 09:00:00,
738,41,Fear,2023-08-24 09:00:00,
739,37,Fear,2023-08-23 09:00:00,
740,37,Fear,2023-08-22 09:00:00,
741,38,Fear,2023-08-21 09:00:00,
742,37,Fear,2023-08-20 09:00:00,
743,39,Fear,2023-08-19 09:00:00,
744,37,Fear,2023-08-18 09:00:00,
745,50,Neutral,2023-08-17 09:00:00,
746,52,Neutral,2023-08-16 09:00:00,
747,53,Neutral,2023-08-15 09:00:00,
748,50,Neutral,2023-08-14 09:00:00,
749,54,Neutral,2023-08-13 09:00:00,
750,54,Neutral,2023-08-12 09:00:00,
751,51,Neutral,2023-08-11 09:00:00,
752,53,Neutral,2023-08-10 09:00:00,
753,50,Neutral,2023-08-09 09:00:00,
754,54,Neutral,2023-08-08 09:00:00,
755,49,Neutral,2023-08-07 09:00:00,
756,49,Neutral,2023-08-06 09:00:00,
757,50,Neutral,2023-08-05 09:00:00,
758,54,Neutral,2023-08-04 09:00:00,
759,52,Neutral,2023-08-03 09:00:00,
760,53,Neutral,2023-08-02 09:00:00,
761,53,Neutral,2023-08-01 09:00:00,
762,50,Neutral,2023-07-31 09:00:00,
763,52,Neutral,2023-07-30 09:00:00,
764,52,Neutral,2023-07-29 09:00:00,
765,52,Neutral,2023-07-28 09:00:00,
766,51,Neutral,2023-07-27 09:00:00,
767,51,Neutral,2023-07-26 09:00:00,
768,50,Neutral,2023-07-25 09:00:00,
769,55,Greed,2023-07-24 09:00:00,
770,54,Neutral,2023-07-23 09:00:00,
771,52,Neutral,2023-07-22 09:00:00,
772,50,Neutral,2023-07-21 09:00:00,
773,56,Greed,2023-07-20 09:00:00,
774,50,Neutral,2023-07-19 09:00:00,
775,56,Greed,2023-07-18 09:00:00,
776,54,Neutral,2023-07-17 09:00:00,
777,57,Greed,2023-07-16 09:00:00,
778,56,Greed,2023-07-15 09:00:00,
779,60,Greed,2023-07-14 09:00:00,
780,57,Greed,2023-07-13 09:00:00,
781,64,Greed,2023-07-12 09:00:00,
782,57,Greed,2023-07-11 09:00:00,
783,56,Greed,2023-07-10 09:00:00,
784,55,Greed,2023-07-09 09:00:00,
785,58,Greed,2023-07-08 09:00:00,
786,55,Greed,2023-07-07 09:00:00,
787,56,Greed,2023-07-06 09:00:00,
788,61,Greed,2023-07-05 09:00:00,
789,64,Greed,2023-07-04 09:00:00,
790,62,Greed,2023-07-03 09:00:00,
791,63,Greed,2023-07-02 09:00:00,
792,59,Greed,2023-07-01 09:00:00,
793,56,Greed,2023-06-30 09:00:00,
794,54,Neutral,2023-06-29 09:00:00,
795,62,Greed,2023-06-28 09:00:00,
796,59,Greed,2023-06-27 09:00:00,
797,55,Greed,2023-06-26 09:00:00,
798,64,Greed,2023-06-25 09:00:00,
799,62,Greed,2023-06-24 09:00:00,
800,65,Greed,2023-06-23 09:00:00,
801,65,Greed,2023-06-22 09:00:00,
802,59,Greed,2023-06-21 09:00:00,
803,49,Neutral,2023-06-20 09:00:00,
804,47,Neutral,2023-06-19 09:00:00,
805,49,Neutral,2023-06-18 09:00:00,
806,47,Neutral,2023-06-17 09:00:00,
807,47,Neutral,2023-06-16 09:00:00,
808,41,Fear,2023-06-15 09:00:00,
809,46,Fear,2023-06-14 09:00:00,
810,45,Fear,2023-06-13 09:00:00,
811,47,Neutral,2023-06-12 09:00:00,
812,47,Neutral,2023-06-11 09:00:00,
813,49,Neutral,2023-06-10 09:00:00,
814,50,Neutral,2023-06-09 09:00:00,
815,50,Neutral,2023-06-08 09:00:00,
816,53,Neutral,2023-06-07 09:00:00,
817,44,Fear,2023-06-06 09:00:00,
818,53,Neutral,2023-06-05 09:00:00,
819,52,Neutral,2023-06-04 09:00:00,
820,53,Neutral,2023-06-03 09:00:00,
821,50,Neutral,2023-06-02 09:00:00,
822,52,Neutral,2023-06-01 09:00:00,
823,51,Neutral,2023-05-31 09:00:00,
824,51,Neutral,2023-05-30 09:00:00,
825,52,Neutral,2023-05-29 09:00:00,
826,50,Neutral,2023-05-28 09:00:00,
827,48,Neutral,2023-05-27 09:00:00,
828,49,Neutral,2023-05-26 09:00:00,
829,51,Neutral,2023-05-25 09:00:00,
830,50,Neutral,2023-05-24 09:00:00,
831,50,Neutral,2023-05-23 09:00:00,
832,49,Neutral,2023-05-22 09:00:00,
833,52,Neutral,2023-05-21 09:00:00,
834,48,Neutral,2023-05-20 09:00:00,
835,48,Neutral,2023-05-19 09:00:00,
836,51,Neutral,2023-05-18 09:00:00,
837,50,Neutral,2023-05-17 09:00:00,
838,54,Neutral,2023-05-16 09:00:00,
839,50,Neutral,2023-05-15 09:00:00,
840,48,Neutral,2023-05-14 09:00:00,
841,48,Neutral,2023-05-13 09:00:00,
842,49,Neutral,2023-05-12 09:00:00,
843,52,Neutral,2023-05-11 09:00:00,
844,52,Neutral,2023-05-10 09:00:00,
845,51,Neutral,2023-05-09 09:00:00,
846,60,Greed,2023-05-08 09:00:00,
847,64,Greed,2023-05-07 09:00:00,
848,60,Greed,2023-05-06 09:00:00,
849,61,Greed,2023-05-05 09:00:00,
850,64,Greed,2023-05-04 09:00:00,
851,64,Greed,2023-05-03 09:00:00,
852,55,Greed,2023-05-02 09:00:00,
853,63,Greed,2023-05-01 09:00:00,
854,60,Greed,2023-04-30 09:00:00,
855,64,Greed,2023-04-29 09:00:00,
856,64,Greed,2023-04-28 09:00:00,
857,59,Greed,2023-04-27 09:00:00,
858,56,Greed,2023-04-26 09:00:00,
859,53,Neutral,2023-04-25 09:00:00,
860,53,Neutral,2023-04-24 09:00:00,
861,56,Greed,2023-04-23 09:00:00,
862,53,Neutral,2023-04-22 09:00:00,
863,50,Neutral,2023-04-21 09:00:00,
864,52,Neutral,2023-04-20 09:00:00,
865,63,Greed,2023-04-19 09:00:00,
866,58,Greed,2023-04-18 09:00:00,
867,69,Greed,2023-04-17 09:00:00,
868,68,Greed,2023-04-16 09:00:00,
869,68,Greed,2023-04-15 09:00:00,
870,68,Greed,2023-04-14 09:00:00,
871,61,Greed,2023-04-13 09:00:00,
872,65,Greed,2023-04-12 09:00:00,
873,68,Greed,2023-04-11 09:00:00,
874,62,Greed,2023-04-10 09:00:00,
875,61,Greed,2023-04-09 09:00:00,
876,61,Greed,2023-04-08 09:00:00,
877,64,Greed,2023-04-07 09:00:00,
878,63,Greed,2023-04-06 09:00:00,
879,62,Greed,2023-04-05 09:00:00,
880,62,Greed,2023-04-04 09:00:00,
881,63,Greed,2023-04-03 09:00:00,
882,63,Greed,2023-04-02 09:00:00,
883,61,Greed,2023-04-01 09:00:00,
884,63,Greed,2023-03-31 09:00:00,
885,60,Greed,2023-03-30 09:00:00,
886,57,Greed,2023-03-29 09:00:00,
887,59,Greed,2023-03-28 09:00:00,
888,64,Greed,2023-03-27 09:00:00,
889,64,Greed,2023-03-26 09:00:00,
890,64,Greed,2023-03-25 09:00:00,
891,61,Greed,2023-03-24 09:00:00,
892,57,Greed,2023-03-23 09:00:00,
893,62,Greed,2023-03-22 09:00:00,
894,68,Greed,2023-03-21 09:00:00,
895,66,Greed,2023-03-20 09:00:00,
896,63,Greed,2023-03-19 09:00:00,
897,64,Greed,2023-03-18 09:00:00,
898,51,Neutral,2023-03-17 09:00:00,
899,52,Neutral,2023-03-16 09:00:00,
900,50,Neutral,2023-03-15 09:00:00,
901,56,Greed,2023-03-14 09:00:00,
902,49,Neutral,2023-03-13 09:00:00,
903,33,Fear,2023-03-12 09:00:00,
904,33,Fear,2023-03-11 09:00:00,
905,34,Fear,2023-03-10 09:00:00,
906,44,Fear,2023-03-09 09:00:00,
907,50,Neutral,2023-03-08 09:00:00,
908,49,Neutral,2023-03-07 09:00:00,
909,48,Neutral,2023-03-06 09:00:00,
910,47,Neutral,2023-03-05 09:00:00,
911,50,Neutral,2023-03-04 09:00:00,
912,50,Neutral,2023-03-03 09:00:00,
913,51,Neutral,2023-03-02 09:00:00,
914,50,Neutral,2023-03-01 09:00:00,
915,53,Neutral,2023-02-28 09:00:00,
916,50,Neutral,2023-02-27 09:00:00,
917,51,Neutral,2023-02-26 09:00:00,
918,52,Neutral,2023-02-25 09:00:00,
919,53,Neutral,2023-02-24 09:00:00,
920,56,Greed,2023-02-23 09:00:00,
921,59,Greed,2023-02-22 09:00:00,
922,60,Greed,2023-02-21 09:00:00,
923,58,Greed,2023-02-20 09:00:00,
924,60,Greed,2023-02-19 09:00:00,
925,60,Greed,2023-02-18 09:00:00,
926,61,Greed,2023-02-17 09:00:00,
927,62,Greed,2023-02-16 09:00:00,
928,53,Neutral,2023-02-15 09:00:00,
929,50,Neutral,2023-02-14 09:00:00,
930,48,Neutral,2023-02-13 09:00:00,
931,50,Neutral,2023-02-12 09:00:00,
932,49,Neutral,2023-02-11 09:00:00,
933,48,Neutral,2023-02-10 09:00:00,
934,55,Greed,2023-02-09 09:00:00,
935,58,Greed,2023-02-08 09:00:00,
936,54,Neutral,2023-02-07 09:00:00,
937,56,Greed,2023-02-06 09:00:00,
938,58,Greed,2023-02-05 09:00:00,
939,58,Greed,2023-02-04 09:00:00,
940,60,Greed,2023-02-03 09:00:00,
941,60,Greed,2023-02-02 09:00:00,
942,56,Greed,2023-02-01 09:00:00,
943,51,Neutral,2023-01-31 09:00:00,
944,61,Greed,2023-01-30 09:00:00,
945,55,Greed,2023-01-29 09:00:00,
946,52,Neutral,2023-01-28 09:00:00,
947,55,Greed,2023-01-27 09:00:00,
948,54,Neutral,2023-01-26 09:00:00,
949,51,Neutral,2023-01-25 09:00:00,
950,52,Neutral,2023-01-24 09:00:00,
951,50,Neutral,2023-01-23 09:00:00,
952,53,Neutral,2023-01-22 09:00:00,
953,53,Neutral,2023-01-21 09:00:00,
954,51,Neutral,2023-01-20 09:00:00,
955,45,Fear,2023-01-19 09:00:00,
956,52,Neutral,2023-01-18 09:00:00,
957,51,Neutral,2023-01-17 09:00:00,
958,45,Fear,2023-01-16 09:00:00,
959,52,Neutral,2023-01-15 09:00:00,
960,46,Fear,2023-01-14 09:00:00,
961,31,Fear,2023-01-13 09:00:00,
962,30,Fear,2023-01-12 09:00:00,
963,26,Fear,2023-01-11 09:00:00,
964,26,Fear,2023-01-10 09:00:00,
965,25,Extreme Fear,2023-01-09 09:00:00,
966,25,Extreme Fear,2023-01-08 09:00:00,
967,25,Extreme Fear,2023-01-07 09:00:00,
968,26,Fear,2023-01-06 09:00:00,
969,29,Fear,2023-01-05 09:00:00,
970,29,Fear,2023-01-04 09:00:00,
971,26,Fear,2023-01-03 09:00:00,
972,27,Fear,2023-01-02 09:00:00,
973,26,Fear,2023-01-01 09:00:00,
974,25,Extreme Fear,2022-12-31 09:00:00,
975,28,Fear,2022-12-30 09:00:00,
976,28,Fear,2022-12-29 09:00:00,
977,28,Fear,2022-12-28 09:00:00,
978,27,Fear,2022-12-27 09:00:00,
979,28,Fear,2022-12-26 09:00:00,
980,29,Fear,2022-12-25 09:00:00,
981,29,Fear,2022-12-24 09:00:00,
982,27,Fear,2022-12-23 09:00:00,
983,28,Fear,2022-12-22 09:00:00,
984,26,Fear,2022-12-21 09:00:00,
985,29,Fear,2022-12-20 09:00:00,
986,29,Fear,2022-12-19 09:00:00,
987,26,Fear,2022-12-18 09:00:00,
988,28,Fear,2022-12-17 09:00:00,
989,29,Fear,2022-12-16 09:00:00,
990,31,Fear,2022-12-15 09:00:00,
991,30,Fear,2022-12-14 09:00:00,
992,27,Fear,2022-12-13 09:00:00,
993,27,Fear,2022-12-12 09:00:00,
994,26,Fear,2022-12-11 09:00:00,
995,27,Fear,2022-12-10 09:00:00,
996,26,Fear,2022-12-09 09:00:00,
997,25,Extreme Fear,2022-12-08 09:00:00,
998,29,Fear,2022-12-07 09:00:00,
999,25,Extreme Fear,2022-12-06 09:00:00,
1000,26,Fear,2022-12-05 09:00:00,
1001,26,Fear,2022-12-04 09:00:00,
1002,27,Fear,2022-12-03 09:00:00,
1003,27,Fear,2022-12-02 09:00:00,
1004,27,Fear,2022-12-01 09:00:00,
1005,29,Fear,2022-11-30 09:00:00,
1006,26,Fear,2022-11-29 09:00:00,
1007,28,Fear,2022-11-28 09:00:00,
1008,26,Fear,2022-11-27 09:00:00,
1009,22,Extreme Fear,2022-11-26 09:00:00,
1010,20,Extreme Fear,2022-11-25 09:00:00,
1011,20,Extreme Fear,2022-11-24 09:00:00,
1012,22,Extreme Fear,2022-11-23 09:00:00,
1013,22,Extreme Fear,2022-11-22 09:00:00,
1014,21,Extreme Fear,2022-11-21 09:00:00,
1015,24,Extreme Fear,2022-11-20 09:00:00,
1016,23,Extreme Fear,2022-11-19 09:00:00,
1017,23,Extreme Fear,2022-11-18 09:00:00,
1018,20,Extreme Fear,2022-11-17 09:00:00,
1019,23,Extreme Fear,2022-11-16 09:00:00,
1020,22,Extreme Fear,2022-11-15 09:00:00,
1021,24,Extreme Fear,2022-11-14 09:00:00,
1022,22,Extreme Fear,2022-11-13 09:00:00,
1023,21,Extreme Fear,2022-11-12 09:00:00,
1024,25,Extreme Fear,2022-11-11 09:00:00,
1025,22,Extreme Fear,2022-11-10 09:00:00,
1026,29,Fear,2022-11-09 09:00:00,
1027,31,Fear,2022-11-08 09:00:00,
1028,33,Fear,2022-11-07 09:00:00,
1029,40,Fear,2022-11-06 09:00:00,
1030,38,Fear,2022-11-05 09:00:00,
1031,30,Fear,2022-11-04 09:00:00,
1032,30,Fear,2022-11-03 09:00:00,
1033,30,Fear,2022-11-02 09:00:00,
1034,30,Fear,2022-11-01 09:00:00,
1035,31,Fear,2022-10-31 09:00:00,
1036,34,Fear,2022-10-30 09:00:00,
1037,34,Fear,2022-10-29 09:00:00,
1038,30,Fear,2022-10-28 09:00:00,
1039,32,Fear,2022-10-27 09:00:00,
1040,33,Fear,2022-10-26 09:00:00,
1041,20,Extreme Fear,2022-10-25 09:00:00,
1042,22,Extreme Fear,2022-10-24 09:00:00,
1043,23,Extreme Fear,2022-10-23 09:00:00,
1044,20,Extreme Fear,2022-10-22 09:00:00,
1045,23,Extreme Fear,2022-10-21 09:00:00,
1046,23,Extreme Fear,2022-10-20 09:00:00,
1047,23,Extreme Fear,2022-10-19 09:00:00,
1048,22,Extreme Fear,2022-10-18 09:00:00,
1049,20,Extreme Fear,2022-10-17 09:00:00,
1050,24,Extreme Fear,2022-10-16 09:00:00,
1051,24,Extreme Fear,2022-10-15 09:00:00,
1052,24,Extreme Fear,2022-10-14 09:00:00,
1053,20,Extreme Fear,2022-10-13 09:00:00,
1054,20,Extreme Fear,2022-10-12 09:00:00,
1055,24,Extreme Fear,2022-10-11 09:00:00,
1056,22,Extreme Fear,2022-10-10 09:00:00,
1057,22,Extreme Fear,2022-10-09 09:00:00,
1058,24,Extreme Fear,2022-10-08 09:00:00,
1059,23,Extreme Fear,2022-10-07 09:00:00,
1060,26,Fear,2022-10-06 09:00:00,
1061,25,Extreme Fear,2022-10-05 09:00:00,
1062,20,Extreme Fear,2022-10-04 09:00:00,
1063,24,Extreme Fear,2022-10-03 09:00:00,
1064,24,Extreme Fear,2022-10-02 09:00:00,
1065,20,Extreme Fear,2022-10-01 09:00:00,
1066,21,Extreme Fear,2022-09-30 09:00:00,
1067,22,Extreme Fear,2022-09-29 09:00:00,
1068,20,Extreme Fear,2022-09-28 09:00:00,
1069,20,Extreme Fear,2022-09-27 09:00:00,
1070,21,Extreme Fear,2022-09-26 09:00:00,
1071,24,Extreme Fear,2022-09-25 09:00:00,
1072,24,Extreme Fear,2022-09-24 09:00:00,
1073,20,Extreme Fear,2022-09-23 09:00:00,
1074,22,Extreme Fear,2022-09-22 09:00:00,
1075,23,Extreme Fear,2022-09-21 09:00:00,
1076,23,Extreme Fear,2022-09-20 09:00:00,
1077,21,Extreme Fear,2022-09-19 09:00:00,
1078,27,Fear,2022-09-18 09:00:00,
1079,22,Extreme Fear,2022-09-17 09:00:00,
1080,20,Extreme Fear,2022-09-16 09:00:00,
1081,28,Fear,2022-09-15 09:00:00,
1082,27,Fear,2022-09-14 09:00:00,
1083,34,Fear,2022-09-13 09:00:00,
1084,25,Extreme Fear,2022-09-12 09:00:00,
1085,26,Fear,2022-09-11 09:00:00,
1086,28,Fear,2022-09-10 09:00:00,
1087,22,Extreme Fear,2022-09-09 09:00:00,
1088,20,Extreme Fear,2022-09-08 09:00:00,
1089,24,Extreme Fear,2022-09-07 09:00:00,
1090,22,Extreme Fear,2022-09-06 09:00:00,
1091,23,Extreme Fear,2022-09-05 09:00:00,
1092,20,Extreme Fear,2022-09-04 09:00:00,
1093,21,Extreme Fear,2022-09-03 09:00:00,
1094,25,Extreme Fear,2022-09-02 09:00:00,
1095,20,Extreme Fear,2022-09-01 09:00:00,
1096,23,Extreme Fear,2022-08-31 09:00:00,
1097,27,Fear,2022-08-30 09:00:00,
1098,24,Extreme Fear,2022-08-29 09:00:00,
1099,28,Fear,2022-08-28 09:00:00,
1100,28,Fear,2022-08-27 09:00:00,
1101,27,Fear,2022-08-26 09:00:00,
1102,25,Extreme Fear,2022-08-25 09:00:00,
1103,25,Extreme Fear,2022-08-24 09:00:00,
1104,28,Fear,2022-08-23 09:00:00,
1105,29,Fear,2022-08-22 09:00:00,
1106,27,Fear,2022-08-21 09:00:00,
1107,29,Fear,2022-08-20 09:00:00,
1108,33,Fear,2022-08-19 09:00:00,
1109,30,Fear,2022-08-18 09:00:00,
1110,41,Fear,2022-08-17 09:00:00,
1111,44,Fear,2022-08-16 09:00:00,
1112,45,Fear,2022-08-15 09:00:00,
1113,47,Neutral,2022-08-14 09:00:00,
1114,46,Fear,2022-08-13 09:00:00,
1115,42,Fear,2022-08-12 09:00:00,
1116,41,Fear,2022-08-11 09:00:00,
1117,31,Fear,2022-08-10 09:00:00,
1118,42,Fear,2022-08-09 09:00:00,
1119,30,Fear,2022-08-08 09:00:00,
1120,30,Fear,2022-08-07 09:00:00,
1121,31,Fear,2022-08-06 09:00:00,
1122,31,Fear,2022-08-05 09:00:00,
1123,30,Fear,2022-08-04 09:00:00,
1124,34,Fear,2022-08-03 09:00:00,
1125,31,Fear,2022-08-02 09:00:00,
1126,33,Fear,2022-08-01 09:00:00,
1127,39,Fear,2022-07-31 09:00:00,
1128,42,Fear,2022-07-30 09:00:00,
1129,39,Fear,2022-07-29 09:00:00,
1130,32,Fear,2022-07-28 09:00:00,
1131,28,Fear,2022-07-27 09:00:00,
1132,26,Fear,2022-07-26 09:00:00,
1133,30,Fear,2022-07-25 09:00:00,
1134,30,Fear,2022-07-24 09:00:00,
1135,31,Fear,2022-07-23 09:00:00,
1136,33,Fear,2022-07-22 09:00:00,
1137,34,Fear,2022-07-21 09:00:00,
1138,31,Fear,2022-07-20 09:00:00,
1139,30,Fear,2022-07-19 09:00:00,
1140,20,Extreme Fear,2022-07-18 09:00:00,
1141,24,Extreme Fear,2022-07-17 09:00:00,
1142,21,Extreme Fear,2022-07-16 09:00:00,
1143,15,Extreme Fear,2022-07-15 09:00:00,
1144,18,Extreme Fear,2022-07-14 09:00:00,
1145,15,Extreme Fear,2022-07-13 09:00:00,
1146,16,Extreme Fear,2022-07-12 09:00:00,
1147,22,Extreme Fear,2022-07-11 09:00:00,
1148,24,Extreme Fear,2022-07-10 09:00:00,
1149,24,Extreme Fear,2022-07-09 09:00:00,
1150,20,Extreme Fear,2022-07-08 09:00:00,
1151,18,Extreme Fear,2022-07-07 09:00:00,
1152,18,Extreme Fear,2022-07-06 09:00:00,
1153,19,Extreme Fear,2022-07-05 09:00:00,
1154,14,Extreme Fear,2022-07-04 09:00:00,
1155,11,Extreme Fear,2022-07-03 09:00:00,
1156,14,Extreme Fear,2022-07-02 09:00:00,
1157,11,Extreme Fear,2022-07-01 09:00:00,
1158,11,Extreme Fear,2022-06-30 09:00:00,
1159,13,Extreme Fear,2022-06-29 09:00:00,
1160,10,Extreme Fear,2022-06-28 09:00:00,
1161,12,Extreme Fear,2022-06-27 09:00:00,
1162,14,Extreme Fear,2022-06-26 09:00:00,
1163,14,Extreme Fear,2022-06-25 09:00:00,
1164,11,Extreme Fear,2022-06-24 09:00:00,
1165,11,Extreme Fear,2022-06-23 09:00:00,
1166,11,Extreme Fear,2022-06-22 09:00:00,
1167,9,Extreme Fear,2022-06-21 09:00:00,
1168,9,Extreme Fear,2022-06-20 09:00:00,
1169,6,Extreme Fear,2022-06-19 09:00:00,
1170,6,Extreme Fear,2022-06-18 09:00:00,
1171,9,Extreme Fear,2022-06-17 09:00:00,
1172,7,Extreme Fear,2022-06-16 09:00:00,
1173,7,Extreme Fear,2022-06-15 09:00:00,
1174,8,Extreme Fear,2022-06-14 09:00:00,
1175,11,Extreme Fear,2022-06-13 09:00:00,
1176,14,Extreme Fear,2022-06-12 09:00:00,
1177,12,Extreme Fear,2022-06-11 09:00:00,
1178,13,Extreme Fear,2022-06-10 09:00:00,
1179,11,Extreme Fear,2022-06-09 09:00:00,
1180,17,Extreme Fear,2022-06-08 09:00:00,
1181,15,Extreme Fear,2022-06-07 09:00:00,
1182,13,Extreme Fear,2022-06-06 09:00:00,
1183,10,Extreme Fear,2022-06-05 09:00:00,
1184,14,Extreme Fear,2022-06-04 09:00:00,
1185,10,Extreme Fear,2022-06-03 09:00:00,
1186,13,Extreme Fear,2022-06-02 09:00:00,
1187,17,Extreme Fear,2022-06-01 09:00:00,
1188,16,Extreme Fear,2022-05-31 09:00:00,
1189,10,Extreme Fear,2022-05-30 09:00:00,
1190,14,Extreme Fear,2022-05-29 09:00:00,
1191,13,Extreme Fear,2022-05-28 09:00:00,
1192,12,Extreme Fear,2022-05-27 09:00:00,
1193,12,Extreme Fear,2022-05-26 09:00:00,
1194,11,Extreme Fear,2022-05-25 09:00:00,
1195,12,Extreme Fear,2022-05-24 09:00:00,
1196,10,Extreme Fear,2022-05-23 09:00:00,
1197,14,Extreme Fear,2022-05-22 09:00:00,
1198,13,Extreme Fear,2022-05-21 09:00:00,
1199,13,Extreme Fear,2022-05-20 09:00:00,
1200,13,Extreme Fear,2022-05-19 09:00:00,
1201,12,Extreme Fear,2022-05-18 09:00:00,
1202,8,Extreme Fear,2022-05-17 09:00:00,
